2020-02-17 20:58:33.572560|27241|-17.0|-2379.0|218.4375
2020-02-17 20:58:33.606192|27211|714.0|-514.0|210.625
2020-02-17 20:58:33.637981|27205|960.0|-1902.0|230.5
2020-02-17 20:58:33.666146|27241|32.0|-2370.0|218.4375
2020-02-17 20:58:33.695573|27211|819.0|-279.0|210.625
2020-02-17 20:58:33.725321|27205|709.0|-1605.0|230.5
2020-02-17 20:58:33.755202|27241|18.0|-2376.0|218.4375
2020-02-17 20:58:33.784292|27211|763.0|-532.0|210.625
2020-02-17 20:58:33.813521|27205|932.0|-1868.0|230.5
2020-02-17 20:58:33.841278|27241|31.0|-2357.0|218.4375
2020-02-17 20:58:33.871156|27211|732.0|-533.0|210.625
2020-02-17 20:58:33.904843|27205|1059.0|-2051.0|230.5
2020-02-17 20:58:33.935677|27241|12.0|-2374.0|218.4375
2020-02-17 20:58:33.964486|27211|753.0|-471.0|210.625
2020-02-17 20:58:33.992183|27205|739.0|-1598.0|230.5
2020-02-17 20:58:34.023127|27241|-19.0|-2355.0|218.4375
2020-02-17 20:58:34.052699|27211|744.0|-495.0|210.625
2020-02-17 20:58:34.085268|27205|651.0|-1591.0|230.5
2020-02-17 20:58:34.116725|27241|1134.0|-470.0|218.4375
2020-02-17 20:58:34.148336|27211|1109.0|-680.0|210.625
2020-02-17 20:58:34.178809|27205|1286.0|321.0|230.5
2020-02-17 20:58:34.216605|27241|1140.0|-438.0|218.4375
2020-02-17 20:58:34.249197|27211|1122.0|-693.0|210.625
2020-02-17 20:58:34.279235|27205|1264.0|322.0|230.5
2020-02-17 20:58:34.310259|27241|1150.0|-488.0|218.4375
2020-02-17 20:58:34.340480|27211|1099.0|-705.0|210.625
2020-02-17 20:58:34.371460|27205|1401.0|-340.0|230.5
2020-02-17 20:58:34.401870|27241|1139.0|-466.0|218.4375
2020-02-17 20:58:34.432385|27211|1132.0|-685.0|210.625
2020-02-17 20:58:34.460087|27205|1280.0|322.0|230.5
2020-02-17 20:58:34.490368|27241|1153.0|-471.0|218.4375
2020-02-17 20:58:34.523959|27211|1138.0|-674.0|210.625
2020-02-17 20:58:34.550966|27205|1311.0|382.0|230.5
2020-02-17 20:58:34.580317|27241|1243.0|-127.0|218.4375
2020-02-17 20:58:34.612720|27211|1140.0|-679.0|210.625
2020-02-17 20:58:34.640760|27205|1291.0|285.0|230.5
2020-02-17 20:58:34.669976|27241|1147.0|-439.0|218.4375
2020-02-17 20:58:34.701274|27211|1155.0|-707.0|210.625
2020-02-17 20:58:34.729292|27205|1306.0|328.0|230.5
2020-02-17 20:58:34.762146|27241|1118.0|-440.0|218.4375
2020-02-17 20:58:34.792672|27211|1165.0|-645.0|210.625
2020-02-17 20:58:34.824076|27205|1357.0|-317.0|230.5
2020-02-17 20:58:34.852612|27241|1204.0|-78.0|218.4375
2020-02-17 20:58:34.881758|27211|1156.0|-671.0|210.625
2020-02-17 20:58:34.912803|27205|1363.0|-9.0|230.5
2020-02-17 20:58:34.942548|27241|1177.0|-265.0|218.4375
2020-02-17 20:58:34.975196|27211|1146.0|-744.0|210.625
2020-02-17 20:58:35.004615|27205|1397.0|15.0|230.5
2020-02-17 20:58:35.034845|27241|1177.0|-345.0|218.4375
2020-02-17 20:58:35.065625|27211|1172.0|-691.0|210.625
2020-02-17 20:58:35.095101|27205|1252.0|381.0|230.5
2020-02-17 20:58:35.124761|27241|1235.0|-119.0|218.4375
2020-02-17 20:58:35.155324|27211|1208.0|-397.0|210.625
2020-02-17 20:58:35.188293|27205|1398.0|-264.0|230.5
2020-02-17 20:58:35.220469|27241|1119.0|-424.0|218.4375
2020-02-17 20:58:35.251351|27211|1287.0|-14.0|210.625
2020-02-17 20:58:35.283053|27205|1380.0|-325.0|230.5
2020-02-17 20:58:35.316569|27241|1183.0|-300.0|218.4375
2020-02-17 20:58:35.346962|27211|1222.0|-356.0|210.625
2020-02-17 20:58:35.377369|27205|1458.0|-618.0|230.5
2020-02-17 20:58:35.407408|27241|1179.0|-431.0|218.4375
2020-02-17 20:58:35.438258|27211|1283.0|-35.0|210.625
2020-02-17 20:58:35.467036|27205|1519.0|-578.0|230.5
2020-02-17 20:58:35.496482|27241|1144.0|-446.0|218.4375
2020-02-17 20:58:35.525451|27211|1261.0|-41.0|210.625
2020-02-17 20:58:35.556783|27205|1394.0|-317.0|230.5
2020-02-17 20:58:35.588636|27241|1171.0|-371.0|218.4375
2020-02-17 20:58:35.619353|27211|1296.0|-126.0|210.625
2020-02-17 20:58:35.646544|27205|1389.0|31.0|230.5
2020-02-17 20:58:35.678482|27241|1168.0|-417.0|218.4375
2020-02-17 20:58:35.708002|27211|1290.0|-120.0|210.625
2020-02-17 20:58:35.737313|27205|1452.0|-549.0|230.5
2020-02-17 20:58:35.765982|27241|1195.0|-303.0|218.4375
2020-02-17 20:58:35.797732|27211|1238.0|-508.0|210.625
2020-02-17 20:58:35.829128|27205|1341.0|28.0|230.5
2020-02-17 20:58:35.859127|27241|1208.0|-187.0|218.4375
2020-02-17 20:58:35.890044|27211|1224.0|-480.0|210.625
2020-02-17 20:58:35.917409|27205|1259.0|413.0|230.5
2020-02-17 20:58:35.946595|27241|1217.0|-131.0|218.4375
2020-02-17 20:58:35.978050|27211|1155.0|-707.0|210.625
2020-02-17 20:58:36.010867|27205|1379.0|-235.0|230.5
2020-02-17 20:58:36.042284|27241|1091.0|-672.0|218.4375
2020-02-17 20:58:36.077039|27211|1117.0|-754.0|210.625
2020-02-17 20:58:36.108847|27205|1574.0|-789.0|230.5
2020-02-17 20:58:36.138033|27241|1201.0|-94.0|218.4375
2020-02-17 20:58:36.171029|27211|1142.0|-777.0|210.625
2020-02-17 20:58:36.212113|27205|1399.0|-330.0|230.5
2020-02-17 20:58:36.242087|27241|1199.0|-116.0|218.4375
2020-02-17 20:58:36.271470|27211|1191.0|-542.0|210.625
2020-02-17 20:58:36.303317|27205|1380.0|-361.0|230.5
2020-02-17 20:58:36.333801|27241|1226.0|-99.0|218.4375
2020-02-17 20:58:36.364067|27211|1277.0|-194.0|210.625
2020-02-17 20:58:36.394155|27205|3022.0|23.0|230.5
2020-02-17 20:58:36.424159|27241|1214.0|-135.0|218.4375
2020-02-17 20:58:36.455958|27211|1262.0|-206.0|210.625
2020-02-17 20:58:36.486633|27205|1406.0|-337.0|230.5
2020-02-17 20:58:36.516414|27241|1210.0|-140.0|218.4375
2020-02-17 20:58:36.543357|27211|1290.0|-177.0|210.625
2020-02-17 20:58:36.573825|27205|1450.0|-773.0|230.5
2020-02-17 20:58:36.602853|27241|1207.0|-145.0|218.4375
2020-02-17 20:58:36.631416|27211|1276.0|-177.0|210.625
2020-02-17 20:58:36.660476|27205|1397.0|72.0|230.5
2020-02-17 20:58:36.697331|27241|1207.0|-200.0|218.4375
2020-02-17 20:58:36.727201|27211|1300.0|-98.0|210.625
2020-02-17 20:58:36.758049|27205|1282.0|361.0|230.5
2020-02-17 20:58:36.788169|27241|1173.0|-356.0|218.4375
2020-02-17 20:58:36.818980|27211|1256.0|-207.0|210.625
2020-02-17 20:58:36.849816|27205|1429.0|-210.0|230.5
2020-02-17 20:58:36.879506|27241|1142.0|-466.0|218.4375
2020-02-17 20:58:36.910538|27211|1157.0|-795.0|210.625
2020-02-17 20:58:36.938272|27205|1330.0|380.0|230.5
2020-02-17 20:58:36.968266|27241|1224.0|-74.0|218.4375
2020-02-17 20:58:36.999437|27211|1110.0|-766.0|210.625
2020-02-17 20:58:37.028250|27205|1285.0|367.0|230.5
2020-02-17 20:58:37.060000|27241|1279.0|308.0|218.4375
2020-02-17 20:58:37.092950|27211|1265.0|-291.0|210.625
2020-02-17 20:58:37.119966|27205|1299.0|347.0|230.5
2020-02-17 20:58:37.150355|27241|1242.0|290.0|218.4375
2020-02-17 20:58:37.179628|27211|1239.0|-298.0|210.625
2020-02-17 20:58:37.207739|27205|1368.0|55.0|230.5
2020-02-17 20:58:37.237494|27241|1284.0|276.0|218.4375
2020-02-17 20:58:37.266373|27211|1326.0|309.0|210.625
2020-02-17 20:58:37.296983|27205|1406.0|-38.0|230.5
2020-02-17 20:58:37.325590|27241|1295.0|283.0|218.4375
2020-02-17 20:58:37.354567|27211|1355.0|325.0|210.625
2020-02-17 20:58:37.382979|27205|1325.0|396.0|230.5
2020-02-17 20:58:37.414461|27241|1214.0|-162.0|218.4375
2020-02-17 20:58:37.445748|27211|1241.0|-286.0|210.625
2020-02-17 20:58:37.472772|27205|1330.0|73.0|230.5
2020-02-17 20:58:37.505449|27241|1137.0|-433.0|218.4375
2020-02-17 20:58:37.535795|27211|1286.0|-185.0|210.625
2020-02-17 20:58:37.566799|27205|1252.0|417.0|230.5
2020-02-17 20:58:37.598788|27241|1191.0|-161.0|218.4375
2020-02-17 20:58:37.629572|27211|1319.0|120.0|210.625
2020-02-17 20:58:37.660332|27205|1297.0|392.0|230.5
2020-02-17 20:58:37.690527|27241|1206.0|-131.0|218.4375
2020-02-17 20:58:37.721514|27211|1220.0|-379.0|210.625
2020-02-17 20:58:37.750260|27205|1307.0|364.0|230.5
2020-02-17 20:58:37.780134|27241|1182.0|-172.0|218.4375
2020-02-17 20:58:37.817338|27211|1087.0|-733.0|210.625
2020-02-17 20:58:37.846753|27205|1281.0|352.0|230.5
2020-02-17 20:58:37.875655|27241|1260.0|59.0|218.4375
2020-02-17 20:58:37.907094|27211|1085.0|-706.0|210.625
2020-02-17 20:58:37.941792|27205|1522.0|-795.0|230.5
2020-02-17 20:58:37.972462|27241|1224.0|-67.0|218.4375
2020-02-17 20:58:38.014360|27211|1335.0|97.0|210.625
2020-02-17 20:58:38.045839|27205|3061.0|18.0|230.5
2020-02-17 20:58:38.075983|27241|1430.0|-984.0|218.4375
2020-02-17 20:58:38.109144|27211|1282.0|111.0|210.625
2020-02-17 20:58:38.143302|27205|1367.0|31.0|230.5
2020-02-17 20:58:38.173816|27241|1167.0|-248.0|218.4375
